Longitude,Latitude,A. californica Priority,A. eriocarpa Priority,A. erosa Priority,A. vestita Priority,Accessibility Score,Survey Status
-121.78835,36.359750000000005,0.13890878856182098,0.26534798741340637,3.4495121781219495e-7,5.174417751913074e-12,0.1314801722764969,not visited
-121.78005,36.359750000000005,0.14799849689006805,0.20917034149169922,3.4711183616309427e-7,4.708753786192288e-12,0.12616045773029327,not visited
-121.77175,36.359750000000005,0.17570804059505463,0.21380282938480377,3.895655993346736e-7,9.298635646193265e-12,0.1422090381383896,not visited
-121.76345,36.359750000000005,0.10535363852977753,0.11033681035041809,9.209399536302953e-7,1.0579605767835343e-11,0.09989102929830551,not visited
-121.75515,36.359750000000005,0.11310933530330658,0.04170927405357361,3.5972266232420225e-6,2.4683342175757517e-11,0.10637678951025009,not visited
-121.74685,36.359750000000005,0.10634118318557739,0.027726907283067703,4.4735379560734145e-6,2.7021709522734305e-11,0.08750542998313904,not visited
-121.73855,36.359750000000005,0.07680165767669678,0.024921216070652008,2.7186022180103464e-6,1.816490881323407e-11,0.06402377039194107,not visited
-121.73025,36.359750000000005,0.12062062323093414,0.11813298612833023,4.853862719755853e-6,7.131059631682035e-11,0.09953431040048599,not visited
-121.72195,36.359750000000005,0.12287930399179459,0.24895624816417694,7.4142867561022285e-6,9.717200655234848e-11,0.14422711730003357,not visited
-121.71365,36.359750000000005,0.07690034806728363,0.25871697068214417,3.029336539839278e-6,1.475597595501643e-11,0.14891047775745392,not visited
-121.70535,36.359750000000005,0.05591787025332451,0.22086964547634125,3.0011571539034776e-7,1.1380636884272821e-11,0.1035076305270195,not visited
-121.69705,36.359750000000005,0.05969785153865814,0.20305442810058594,3.1559582680529275e-7,8.349802620155611e-12,0.11111806333065033,not visited
-121.68875,36.359750000000005,0.06074610725045204,0.14178477227687836,5.842800874233944e-7,9.63399759273953e-12,0.09322253614664078,not visited
-121.68045,36.359750000000005,0.04247737675905228,0.1832742542028427,5.124549034007941e-7,6.924233322130879e-12,0.10137558728456497,not visited
-121.67215,36.359750000000005,0.026323966681957245,0.23828376829624176,2.0119706789500924e-7,3.3592323801096002e-12,0.11359022557735443,not visited
-121.66385,36.359750000000005,0,0,0,0,0,not visited
-121.63895,36.359750000000005,0.07828673720359802,0.2845684885978699,5.732180738959869e-7,3.148890523330117e-11,0.1416575014591217,not visited
-121.63065,36.359750000000005,0.07485678791999817,0.3591006398200989,1.7470294721988466e-7,4.506360562483991e-11,0.1678142249584198,not visited
-121.62235,36.359750000000005,0.015910929068922997,0.2046974152326584,9.67171143173573e-9,8.588706135181923e-12,0.10169635713100433,not visited
-121.61405,36.359750000000005,0.008023589849472046,0.16654404997825623,5.038121031475384e-9,4.597273083051245e-12,0.08905910700559616,not visited
-121.88795,36.35145000000001,0.5915097594261169,0.9428589344024658,8.629798458059668e-7,1.5222008766316297e-12,0.4361708462238312,not visited
-121.87965,36.35145000000001,0.37773415446281433,0.6023956537246704,2.990525160839752e-7,5.830522696592677e-13,0.2785356342792511,not visited
-121.87135,36.35145000000001,0.1957542598247528,0.30281081795692444,3.835766904103366e-8,8.533802055852094e-14,0.14457324147224426,not visited
-121.86305,36.35145000000001,0.344342976808548,0.5344853401184082,9.14392401796249e-8,2.617193300188253e-13,0.25640177726745605,not visited
-121.82155,36.35145000000001,0.11024847626686096,0.25547492504119873,2.0240071840760265e-9,1.227599429444795e-13,0.12273145467042923,not visited
-121.81325,36.35145000000001,0.10199583321809769,0.18313884735107422,9.964693070685371e-9,1.3303457456741857e-13,0.11252526938915253,not visited
-121.80495,36.35145000000001,0.09051403403282166,0.07804378867149353,3.8546701830455277e-8,3.2526742800922936e-13,0.10259046405553818,not visited
-121.79665,36.35145000000001,0.0799417719244957,0.08550174534320831,3.9770803539340704e-8,4.69451083909278e-13,0.09285254031419754,not visited
-121.78835,36.35145000000001,0.0826190635561943,0.16643252968788147,2.061775106199093e-8,6.253925328991716e-13,0.09088460355997086,not visited
-121.78005,36.35145000000001,0.1277615875005722,0.24179516732692719,3.2497328561476024e-7,3.55491959654064e-12,0.1144881621003151,not visited
-121.77175,36.35145000000001,0.17427651584148407,0.2879085838794708,6.855606216049637e-7,1.1364922891665685e-11,0.13788117468357086,not visited
-121.76345,36.35145000000001,0.14644117653369904,0.24986286461353302,3.734536448973813e-7,9.638650988463837e-12,0.1241280734539032,not visited
-121.75515,36.35145000000001,0.15209104120731354,0.227474182844162,4.090110508059297e-7,6.4533942426003854e-12,0.12771649658679962,not visited
-121.74685,36.35145000000001,0.14057926833629608,0.16377653181552887,5.12390840867738e-7,5.807566667154207e-12,0.11423936486244202,not visited
-121.73855,36.35145000000001,0.08709846436977386,0.07784145325422287,3.7214607573332614e-7,3.0420251821011712e-12,0.08591406047344208,not visited
-121.73025,36.35145000000001,0.05137679725885391,0.04512527585029602,5.528116844288888e-7,6.888464625098845e-12,0.053261853754520416,not visited
-121.72195,36.35145000000001,0.2197248786687851,0.2830964922904968,1.2524601515906397e-5,1.1095404456318292e-10,0.18722379207611084,not visited
-121.71365,36.35145000000001,0.1711379885673523,0.29977819323539734,1.659972440393176e-5,1.1201971988894499e-10,0.17514891922473907,not visited
-121.70535,36.35145000000001,0.11001038551330566,0.233966663479805,4.80870266983402e-6,3.496036793393387e-11,0.13893218338489532,not visited
-121.69705,36.35145000000001,0.1210879534482956,0.24519605934619904,9.147505011242174e-7,4.596889535690707e-11,0.12269812822341919,not visited
-121.68875,36.35145000000001,0.07591371983289719,0.19804269075393677,5.113730026096164e-7,2.589444977885158e-11,0.10445085167884827,not visited
-121.68045,36.35145000000001,0.010204999707639217,0.09026013314723969,9.387825627982238e-8,7.259189993905069e-13,0.053192388266325,not visited
-121.67215,36.35145000000001,0.019105108454823494,0.14745813608169556,4.3696442020291215e-8,1.2744417066806735e-12,0.07887127250432968,not visited
-121.66385,36.35145000000001,0.03897096589207649,0.19763539731502533,6.271934438473181e-8,2.382076307039238e-12,0.09165550023317337,not visited
-121.65555,36.35145000000001,0.03548833355307579,0.17658008635044098,4.604373415872942e-8,2.0751425751364128e-12,0.08162525296211243,not visited
-121.64725,36.35145000000001,0.031391195952892303,0.15698128938674927,7.352307562769056e-8,3.2463857990716605e-12,0.07315000891685486,not visited
-121.63895,36.35145000000001,0.036452654749155045,0.1417442262172699,1.4826098038156488e-7,1.1361638192763923e-11,0.06623005121946335,not visited
-121.63065,36.35145000000001,0.04881786182522774,0.16119909286499023,2.0920904830745712e-7,2.027215895150647e-11,0.09530603885650635,not visited
-121.62235,36.35145000000001,0.03073585219681263,0.1594410091638565,1.4209707899226487e-7,1.5624290056193146e-11,0.11072928458452225,not visited
-121.61405,36.35145000000001,0,0,0,0,0,not visited
-121.82155,36.34315,0.03741925209760666,0.06865312904119492,7.98743085561604e-11,7.992272547442149e-15,0.03614156320691109,not visited
-121.81325,36.34315,0.029757151380181313,0.08237762004137039,7.84171616530216e-11,8.51545684687387e-15,0.04199409484863281,not visited
-121.80495,36.34315,0,0,0,0,0,not visited
-121.79665,36.34315,0.034582387655973434,0.09457706660032272,3.1559047042328814e-10,1.5948915500990993e-14,0.06779380142688751,not visited
-121.78835,36.34315,0.05778275430202484,0.12461822479963303,1.4533687586748556e-9,1.3787981986614767e-13,0.07517455518245697,not visited
-121.78005,36.34315,0.09633763134479523,0.1965474784374237,6.094759186225929e-8,9.551192302337252e-13,0.09194307774305344,not visited
-121.77175,36.34315,0.167628213763237,0.26645341515541077,3.652886789495824e-6,1.4664524802809886e-11,0.13673216104507446,not visited
-121.76345,36.34315,0.1814471036195755,0.34681594371795654,6.06569301453419e-6,2.092316424284757e-11,0.18902018666267395,not visited
-121.75515,36.34315,0.09178309887647629,0.21991458535194397,4.66193313286567e-7,1.3324480407916894e-12,0.10936550050973892,not visited
-121.74685,36.34315,0.13323277235031128,0.24936547875404358,8.211454627371495e-8,1.9377511747964427e-12,0.11953114718198776,not visited
-121.73855,36.34315,0.0856863409280777,0.15367600321769714,1.250298709010167e-7,9.673658358730353e-13,0.09389594197273254,not visited
-121.73025,36.34315,0.0628039687871933,0.07941310107707977,1.8023339976025454e-7,1.3939353143976874e-12,0.07897090911865234,not visited
-121.72195,36.34315,0.048848699778318405,0.03975773602724075,9.612633675715188e-7,4.778024764034994e-12,0.05834959074854851,not visited
-121.71365,36.34315,0.10340030491352081,0.1257389336824417,1.347278794128215e-5,2.2190209669759042e-9,0.10361798852682114,not visited
-121.70535,36.34315,0.1042812392115593,0.1859578937292099,1.7691918401396833e-5,3.2219207302119912e-9,0.08902387320995331,not visited
-121.69705,36.34315,0.0969708263874054,0.16770577430725098,8.383791282540187e-6,1.168970809040104e-9,0.09240787476301193,not visited
-121.68875,36.34315,0.08081667870283127,0.1354214996099472,1.856219682849769e-6,2.141520641374406e-11,0.09066396206617355,not visited
-121.68045,36.34315,0.014502233825623989,0.05296728387475014,1.2886665956557408e-7,1.7073337101741748e-12,0.03522850573062897,not visited
-121.67215,36.34315,0.005639290437102318,0.06499741971492767,1.0844292575029613e-8,4.0897691591830487e-13,0.03761330991983414,not visited
-121.66385,36.34315,0.013429147191345692,0.10160873085260391,7.618813135934488e-9,1.0714132489195172e-12,0.05109652504324913,not visited
-121.65555,36.34315,0.008330116979777813,0.055702514946460724,1.332903920570061e-8,9.407977868969297e-13,0.03174428269267082,not visited
-121.64725,36.34315,0.02137814462184906,0.12302473187446594,5.4888996459112604e-08,4.1689160804048164e-12,0.06478431820869446,not visited
-121.63895,36.34315,0.024478811770677567,0.1544165015220642,1.288523776565853e-7,1.0671916475524235e-11,0.0726432055234909,not visited
-121.63065,36.34315,0.034821029752492905,0.2110527902841568,2.2777422259423474e-7,2.6459957488955688e-11,0.10037761926651001,not visited
-121.62235,36.34315,0.04382215440273285,0.20359651744365692,2.599252013624209e-7,2.7615064748798268e-11,0.10335353016853333,not visited
-121.61405,36.34315,0.043421629816293716,0.17708954215049744,3.9156583397925715e-7,1.7724577014432974e-11,0.1060575619339943,not visited
-121.60575,36.34315,0,0,0,0,0,not visited
-121.59745,36.34315,0,0,0,0,0,not visited
-121.58915,36.34315,0,0,0,0,0,not visited
-121.55595,36.34315,0,0,0,0,0,not visited
-121.54765,36.34315,0,0,0,0,0,not visited
-121.53935,36.34315,0,0,0,0,0,not visited
-121.82155,36.33485,0,0,0,0,0,not visited
-121.81325,36.33485,0,0,0,0,0,not visited
-121.80495,36.33485,0,0,0,0,0,not visited
-121.79665,36.33485,0,0,0,0,0,not visited
-121.78835,36.33485,0.07580647617578506,0.1946660578250885,4.1841244358131746e-10,3.67227102405273e-14,0.10081633925437927,not visited
-121.78005,36.33485,0.08130551874637604,0.19391962885856628,5.393157920252634e-9,1.4011240897972982e-13,0.10089913755655289,not visited
-121.77175,36.33485,0.08405762165784836,0.1677335649728775,3.455479316016863e-7,1.6201509535004877e-12,0.1000252291560173,not visited
-121.76345,36.33485,0.06921755522489548,0.17557629942893982,4.094083578820573e-7,1.7201019254786676e-12,0.09795872867107391,not visited
-121.75515,36.33485,0.04101427644491196,0.16743311285972595,4.1906492498355874e-8,2.4238258427254633e-13,0.07877499610185623,not visited
-121.74685,36.33485,0.04752331227064133,0.13104599714279175,9.361444952560305e-9,5.62987156893513e-13,0.06070338562130928,not visited
-121.73855,36.33485,0.08534498512744904,0.18986749649047852,6.647885442134793e-8,1.382571899848084e-12,0.09283874183893204,not visited
-121.73025,36.33485,0.0777805745601654,0.16274094581604004,1.505554791947361e-7,1.2621533592577228e-12,0.09691251069307327,not visited
-121.72195,36.33485,0.07064025849103928,0.1250782459974289,6.500658287222905e-7,2.394723742221716e-12,0.09822946786880493,not visited
-121.71365,36.33485,0.08000238239765167,0.11934000998735428,2.7130497528560227e-6,1.0952402318409327e-9,0.08472408354282379,not visited
-121.70535,36.33485,0.06078607216477394,0.09535535424947739,3.0965566111262888e-6,1.5471932623967177e-9,0.06372509151697159,not visited
-121.69705,36.33485,0.04137260466814041,0.09210745990276337,1.7518207187094958e-06,7.0163935772527e-10,0.06633588671684265,not visited
-121.68875,36.33485,0.03756825625896454,0.11962113529443741,4.5334826381804305e-7,5.074404438309976e-12,0.06802709400653839,not visited
-121.68045,36.33485,0.020194832235574722,0.08867793530225754,5.855104845409187e-8,1.8575132751386114e-12,0.045109186321496964,not visited
-121.67215,36.33485,0.012543457560241222,0.10424783080816269,5.33458299756262e-9,1.2311370456083437e-12,0.05068138241767883,not visited
-121.66385,36.33485,0.008327174000442028,0.06223788484930992,2.700526913201884e-8,8.210081377767187e-13,0.031381163746118546,not visited
-121.65555,36.33485,0.04776624217629433,0.15762367844581604,5.938538834016072e-7,2.2848214639714648e-11,0.07913525402545929,not visited
-121.64725,36.33485,0.03216293081641197,0.09473118185997009,4.238734447881143e-7,2.2710035241235715e-11,0.04480382055044174,not visited
-121.63895,36.33485,0.025251789018511772,0.13688519597053528,1.613293392210835e-7,1.5436671038648875e-11,0.06477274000644684,not visited
-121.63065,36.33485,0.02147926203906536,0.18724848330020905,2.0849265069955436e-7,1.4392519294414985e-11,0.08847314864397049,not visited
-121.62235,36.33485,0.03376322239637375,0.25217896699905396,1.7732048718244187e-7,2.4248832108941798e-11,0.1327190101146698,not visited
-121.61405,36.33485,0.0310447346419096,0.1642032414674759,3.747577750345954e-7,6.2215974559742815e-12,0.12516628205776215,not visited
-121.60575,36.33485,0.04598841071128845,0.1428278386592865,3.3343033578603354e-7,3.4731113818242676e-11,0.10785435140132904,not visited
-121.59745,36.33485,0.03954703360795975,0.14515356719493866,1.0336805900124091e-7,4.715305923497226e-11,0.0902101919054985,not visited
-121.58915,36.33485,0.006133345887064934,0.05713902786374092,6.12386696907663e-10,6.930496974921763e-12,0.04612553119659424,not visited
-121.58085,36.33485,0.006510757841169834,0.09878186136484146,5.226703958527423e-9,6.1324365724368946e-12,0.07861845940351486,not visited
-121.57255,36.33485,0.01669754646718502,0.18303422629833221,4.5403673709643044e-8,3.9330563111894534e-11,0.10733336210250854,not visited
-121.56425,36.33485,0.037834495306015015,0.24680566787719727,1.674099507908977e-7,1.250147763087739e-10,0.11956387013196945,not visited
-121.55595,36.33485,0,0,0,0,0,not visited
-121.54765,36.33485,0.005510005634278059,0.15502014756202698,2.4727119907197448e-8,1.735322822937757e-11,0.08088942617177963,not visited
-121.53935,36.33485,0,0,0,0,0,not visited
-121.79665,36.326550000000005,0,0,0,0,0,not visited
-121.78835,36.326550000000005,0,0,0,0,0,not visited
-121.78005,36.326550000000005,0.028930628672242165,0.14004294574260712,1.0295070351773461e-10,1.769392365101336e-14,0.06572025269269943,not visited
-121.77175,36.326550000000005,0.02381197363138199,0.14412185549736023,1.3782083252422694e-9,6.672370582482337e-14,0.06857974082231522,not visited
-121.76345,36.326550000000005,0.019375361502170563,0.10842832177877426,1.2614187472337335e-9,6.82969238346813e-14,0.05152023583650589,not visited
-121.75515,36.326550000000005,0.023693295195698738,0.10926614701747894,1.8452188665918356e-9,1.6821723322017063e-13,0.0509626641869545,not visited
-121.74685,36.326550000000005,0.06120702996850014,0.18111026287078857,7.848755423367493e-9,6.120491483421753e-13,0.08374941349029541,not visited
-121.73855,36.326550000000005,0.06538983434438705,0.1530512571334839,3.210183052715365e-8,8.083205871138588e-13,0.07163013517856598,not visited
-121.73025,36.326550000000005,0.05315638706088066,0.10725097358226776,8.697308118144065e-8,6.535389091878729e-13,0.0780092254281044,not visited
-121.72195,36.326550000000005,0.048416923731565475,0.07133261114358902,5.073061402072199e-7,4.364823606717305e-12,0.06860873103141785,not visited
-121.71365,36.326550000000005,0.05798235535621643,0.12188003212213516,8.463089784527256e-7,1.0916714754394263e-10,0.07662574201822281,not visited
-121.70535,36.326550000000005,0.012842817232012749,0.07430519163608551,2.3750189370730368e-7,1.1622075524186926e-10,0.04457922652363777,not visited
-121.69705,36.326550000000005,0.021523358300328255,0.14547403156757355,1.9864565103944187e-7,8.856122085676432e-11,0.07399993389844894,not visited
